ilosc danych testowych,1797,blad sieci,0.3806343906510851,przypadki sklasyfikowane dobrze,1113
0.904,96
0.892,108
0.903,97
0.884,116
0.909,91
0.903,97
0.891,109
0.879,121
0.895,105
0.877,123
0.883,117
0.881,119
0.893,107
0.893,107
0.903,97
0.877,123
0.886,114
0.867,133
0.867,133
0.893,107
0.886,114
0.868,132
0.879,121
0.875,125
0.875,125
0.84,160
0.881,119
0.808,192
0.859,141
0.788,212
0.805,195
0.766,234
0.759,241
0.74,260
0.749,251
0.763,237
0.71,290
0.697,303
0.781,219
0.72,280
0.72,280
0.715,285
0.709,291
0.706,294
0.828,172
0.723,277
0.745,255
0.749,251
0.739,261
0.745,255
0.72,280
0.694,306
0.725,275
0.712,288
0.662,338
0.691,309
0.674,326
0.713,287
0.686,314
0.674,326
0.693,307
0.674,326
0.684,316
0.672,328
0.74,260
0.715,285
0.723,277
0.713,287
0.683,317
0.664,336
0.65,350
0.653,347
0.609,391
0.584,416
0.605,395
0.575,425
0.6,400
0.58,420
0.627,373
0.63,370
0.595,405
0.596,404
0.625,375
0.606,394
0.588,412
0.588,412
0.59,410
0.591,409
0.579,421
0.6,400
0.575,425
0.573,427
0.561,439
0.606,394
0.608,392
0.613,387
0.559,441
0.608,392
0.545,455
0.583,417
0.581,419
0.574,426
0.539,461
0.54,460
0.57,430
0.635,365
0.518,482
0.507,493
0.5,500
0.586,414
0.613,387
0.616,384
0.551,449
0.523,477
0.523,477
0.543,457
0.523,477
0.543,457
0.607,393
0.569,431
0.563,437
0.58,420
0.566,434
0.592,408
0.585,415
0.533,467
0.48,520
0.546,454
0.559,441
0.532,468
0.548,452
0.535,465
0.524,476
0.475,525
0.479,521
0.485,515
0.477,523
0.503,497
0.485,515
0.617,383
0.589,411
0.561,439
0.473,527
0.49,510
0.499,501
0.471,529
0.529,471
0.515,485
0.483,517
0.451,549
0.455,545
0.462,538
0.483,517
0.469,531
0.469,531
0.481,519
0.503,497
0.461,539
0.448,552
0.454,546
0.458,542
0.513,487
0.432,568
0.43,570
0.456,544
0.461,539
0.445,555
0.437,563
0.443,557
0.477,523
0.44,560
0.418,582
0.429,571
0.483,517
0.458,542
0.446,554
0.524,476
0.532,468
0.517,483
0.471,529
0.443,557
0.431,569
0.464,536
0.436,564
0.46,540
0.424,576
0.451,549
0.423,577
0.442,558
0.432,568
0.43,570
0.471,529
0.433,567
0.432,568
0.419,581
0.474,526
0.469,531
0.423,577
0.444,556
0.447,553
0.441,559
0.448,552
0.432,568
0.429,571
0.441,559
0.484,516
0.463,537
0.432,568
0.428,572
0.514,486
0.531,469
0.504,496
0.527,473
0.545,455
0.516,484
0.435,565
0.442,558
0.434,566
0.441,559
0.486,514
0.475,525
0.44,560
0.435,565
0.43,570
0.425,575
0.419,581
0.416,584
0.554,446
0.538,462
0.517,483
0.499,501
0.474,526
0.474,526
0.471,529
0.448,552
0.508,492
0.407,593
0.424,576
0.431,569
0.427,573
0.42,580
0.48,520
0.416,584
0.41,590
0.426,574
0.428,572
0.411,589
0.401,599
0.39,610
0.427,573
0.418,582
0.418,582
0.421,579
0.443,557
0.483,517
0.479,521
0.421,579
0.42,580
0.42,580
0.409,591
0.431,569
0.451,549
0.426,574
0.413,587
0.406,594
0.409,591
0.402,598
0.413,587
0.414,586
0.437,563
0.398,602
0.382,618
0.445,555
0.449,551
0.418,582
0.39,610
0.4,600
0.419,581
0.402,598
0.406,594
0.393,607
0.401,599
0.419,581
0.417,583
0.382,618
0.379,621
0.386,614
0.396,604
0.401,599
0.402,598
0.409,591
0.394,606
0.411,589
0.392,608
0.395,605
0.404,596
0.403,597
0.45,550
0.415,585
0.42,580
0.39,610
0.406,594
0.407,593
0.409,591
0.415,585
0.41,590
0.393,607
0.39,610
0.402,598
0.401,599
0.4,600
0.402,598
0.403,597
0.407,593
0.403,597
0.403,597
0.564,436
0.539,461
0.554,446
0.595,405
0.551,449
0.545,455
0.569,431
0.547,453
0.599,401
0.587,413
0.606,394
0.606,394
0.587,413
0.599,401
0.598,402
0.593,407
0.591,409
0.574,426
0.562,438
0.56,440
0.616,384
0.553,447
0.611,389
0.61,390
0.551,449
0.584,416
0.572,428
0.571,429
0.568,432
0.545,455
0.544,456
0.508,492
0.485,515
0.515,485
0.458,542
0.462,538
0.443,557
0.448,552
0.567,433
0.571,429
0.566,434
0.554,446
0.558,442
0.559,441
0.558,442
0.581,419
0.576,424
0.566,434
0.573,427
0.573,427
0.533,467
0.553,447
0.53,470
0.562,438
0.525,475
0.566,434
0.511,489
0.538,462
0.551,449
0.552,448
0.56,440
0.611,389
0.605,395
0.599,401
0.596,404
0.648,352
0.59,410
0.581,419
0.583,417
0.571,429
0.58,420
0.564,436
0.575,425
0.559,441
0.559,441
0.558,442
0.563,437
0.561,439
0.559,441
0.584,416
0.581,419
0.562,438
0.556,444
0.563,437
0.621,379
0.557,443
0.55,450
0.552,448
0.555,445
0.549,451
0.544,456
0.551,449
0.598,402
0.605,395
0.658,342
0.584,416
0.606,394
0.606,394
0.602,398
0.603,397
0.586,414
0.538,462
0.493,507
0.471,529
0.519,481
0.539,461
0.52,480
0.561,439
0.488,512
0.527,473
0.528,472
0.47,530
0.45,550
0.418,582
0.453,547
0.488,512
0.419,581
0.39,610
0.424,576
0.402,598
0.445,555
0.395,605
0.467,533
0.414,586
0.386,614
0.411,589
0.395,605
0.431,569
0.442,558
0.396,604
0.394,606
0.431,569
0.441,559
0.44,560
0.416,584
0.392,608
0.428,572
0.389,611
0.409,591
0.442,558
0.442,558
0.429,571
0.4,600
0.398,602
0.38,620
0.385,615
0.398,602
0.408,592
0.423,577
0.433,567
0.41,590
0.378,622
0.407,593
0.39,610
0.395,605
0.391,609
0.407,593
0.396,604
0.464,536
0.448,552
0.43,570
0.496,504
0.467,533
0.394,606
0.421,579
0.411,589
0.41,590
0.402,598
0.402,598
0.403,597
0.429,571
0.392,608
0.371,629
0.372,628
0.39,610
0.373,627
0.386,614
0.469,531
0.391,609
0.433,567
0.374,626
0.452,548
0.435,565
0.41,590
