ilosc danych testowych,1797,blad sieci,0.49081803005008345,przypadki sklasyfikowane dobrze,915
0.887,113
0.864,136
0.876,124
0.905,95
0.887,113
0.879,121
0.874,126
0.876,124
0.875,125
0.879,121
0.877,123
0.865,135
0.855,145
0.882,118
0.858,142
0.84,160
0.855,145
0.858,142
0.856,144
0.826,174
0.777,223
0.827,173
0.838,162
0.83,170
0.835,165
0.815,185
0.823,177
0.858,142
0.827,173
0.86,140
0.85,150
0.855,145
0.836,164
0.859,141
0.848,152
0.879,121
0.895,105
0.839,161
0.863,137
0.841,159
0.815,185
0.759,241
0.771,229
0.776,224
0.839,161
0.785,215
0.851,149
0.825,175
0.907,93
0.93,70
0.747,253
0.815,185
0.744,256
0.76,240
0.727,273
0.726,274
0.732,268
0.878,122
0.773,227
0.762,238
0.748,252
0.761,239
0.759,241
0.843,157
0.848,152
0.761,239
0.79,210
0.751,249
0.746,254
0.882,118
0.748,252
0.777,223
0.817,183
0.753,247
0.76,240
0.758,242
0.707,293
0.712,288
0.748,252
0.732,268
0.778,222
0.741,259
0.749,251
0.75,250
0.751,249
0.818,182
0.741,259
0.723,277
0.724,276
0.731,269
0.757,243
0.732,268
0.733,267
0.722,278
0.752,248
0.762,238
0.796,204
0.811,189
0.762,238
0.767,233
0.751,249
0.733,267
0.746,254
0.756,244
0.74,260
0.732,268
0.77,230
0.767,233
0.77,230
0.726,274
0.72,280
0.774,226
0.767,233
0.768,232
0.745,255
0.688,312
0.698,302
0.801,199
0.795,205
0.755,245
0.705,295
0.707,293
0.715,285
0.698,302
0.772,228
0.726,274
0.711,289
0.721,279
0.698,302
0.699,301
0.731,269
0.69,310
0.696,304
0.653,347
0.653,347
0.732,268
0.67,330
0.686,314
0.659,341
0.747,253
0.704,296
0.674,326
0.667,333
0.629,371
0.658,342
0.649,351
0.624,376
0.657,343
0.661,339
0.651,349
0.664,336
0.67,330
0.664,336
0.715,285
0.722,278
0.813,187
0.729,271
0.717,283
0.796,204
0.803,197
0.727,273
0.721,279
0.72,280
0.703,297
0.696,304
0.68,320
0.663,337
0.679,321
0.702,298
0.682,318
0.664,336
0.703,297
0.603,397
0.648,352
0.629,371
0.604,396
0.585,415
0.583,417
0.639,361
0.673,327
