ilosc danych testowych,1797,blad sieci,0.37340011129660544,przypadki sklasyfikowane dobrze,1126
0.962,38
0.904,96
0.893,107
0.927,73
0.882,118
0.876,124
0.794,206
0.785,215
0.765,235
0.763,237
0.777,223
0.81,190
0.782,218
0.796,204
0.8,200
0.802,198
0.791,209
0.792,208
0.762,238
0.764,236
0.767,233
0.786,214
0.772,228
0.772,228
0.764,236
0.761,239
0.768,232
0.754,246
0.761,239
0.801,199
0.788,212
0.754,246
0.712,288
0.715,285
0.764,236
0.79,210
0.766,234
0.712,288
0.761,239
0.726,274
0.728,272
0.756,244
0.752,248
0.746,254
0.745,255
0.759,241
0.763,237
0.762,238
0.767,233
0.744,256
0.703,297
0.699,301
0.713,287
0.705,295
0.715,285
0.706,294
0.734,266
0.712,288
0.773,227
0.712,288
0.718,282
0.722,278
0.726,274
0.785,215
0.766,234
0.76,240
0.757,243
0.773,227
0.8,200
0.773,227
0.718,282
0.694,306
0.755,245
0.688,312
0.68,320
0.69,310
0.655,345
0.666,334
0.685,315
0.685,315
0.666,334
0.688,312
0.668,332
0.672,328
0.653,347
0.655,345
0.661,339
0.678,322
0.671,329
0.683,317
0.683,317
0.679,321
0.678,322
0.67,330
0.677,323
0.669,331
0.673,327
0.687,313
0.658,342
0.675,325
0.677,323
0.726,274
0.672,328
0.672,328
0.663,337
0.656,344
0.659,341
0.672,328
0.67,330
0.667,333
0.664,336
0.671,329
0.667,333
0.662,338
0.661,339
0.657,343
0.654,346
0.657,343
0.661,339
0.643,357
0.622,378
0.612,388
0.623,377
0.617,383
0.616,384
0.603,397
0.635,365
0.621,379
0.61,390
0.591,409
0.616,384
0.576,424
0.583,417
0.586,414
0.585,415
0.576,424
0.594,406
0.583,417
0.57,430
0.606,394
0.563,437
0.572,428
0.598,402
0.613,387
0.612,388
0.58,420
0.561,439
0.564,436
0.552,448
0.552,448
0.573,427
0.552,448
0.549,451
0.582,418
0.571,429
0.568,432
0.571,429
0.568,432
0.562,438
0.559,441
0.56,440
0.56,440
0.536,464
0.574,426
0.524,476
0.532,468
0.53,470
0.525,475
0.542,458
0.555,445
0.551,449
0.556,444
0.55,450
0.537,463
0.535,465
0.534,466
0.542,458
0.55,450
0.55,450
0.556,444
0.539,461
0.539,461
0.545,455
0.54,460
0.538,462
0.53,470
0.544,456
0.541,459
0.531,469
0.501,499
0.53,470
0.528,472
0.526,474
0.503,497
0.518,482
0.517,483
0.519,481
0.513,487
0.514,486
0.515,485
0.514,486
0.513,487
0.52,480
0.535,465
0.495,505
0.522,478
0.499,501
0.513,487
0.495,505
0.484,516
0.489,511
0.492,508
0.496,504
0.497,503
0.493,507
0.517,483
0.512,488
0.513,487
0.51,490
0.511,489
0.505,495
0.507,493
0.511,489
0.517,483
0.513,487
0.505,495
0.505,495
0.502,498
0.504,496
0.507,493
0.504,496
0.509,491
0.463,537
0.462,538
0.465,535
0.49,510
0.491,509
0.488,512
0.496,504
0.497,503
0.498,502
0.488,512
0.494,506
0.498,502
0.468,532
0.457,543
0.455,545
0.459,541
0.458,542
0.46,540
0.459,541
0.45,550
0.451,549
0.456,544
0.49,510
0.452,548
0.454,546
0.458,542
0.455,545
0.455,545
0.431,569
0.416,584
0.402,598
0.415,585
0.455,545
0.43,570
0.454,546
0.446,554
0.448,552
0.416,584
0.431,569
0.428,572
0.412,588
0.484,516
0.441,559
0.41,590
0.466,534
0.449,551
0.438,562
0.397,603
0.425,575
0.418,582
0.448,552
0.42,580
0.424,576
0.423,577
0.41,590
0.412,588
0.394,606
0.393,607
0.407,593
0.417,583
0.408,592
0.39,610
0.392,608
0.403,597
0.413,587
0.448,552
0.435,565
0.415,585
0.434,566
0.437,563
0.418,582
0.418,582
0.395,605
0.394,606
0.388,612
0.386,614
0.378,622
0.394,606
0.395,605
0.391,609
0.401,599
0.388,612
0.387,613
0.383,617
0.385,615
0.41,590
0.383,617
0.414,586
0.395,605
0.384,616
0.376,624
0.391,609
0.377,623
0.373,627
0.403,597
0.398,602
0.396,604
0.394,606
0.419,581
0.405,595
0.391,609
0.385,615
0.39,610
0.389,611
0.384,616
0.423,577
0.397,603
0.402,598
0.38,620
0.382,618
0.372,628
0.375,625
0.39,610
0.376,624
0.373,627
0.371,629
0.373,627
0.373,627
0.401,599
0.388,612
0.403,597
0.4,600
0.371,629
0.372,628
0.367,633
0.374,626
0.373,627
0.371,629
0.367,633
0.379,621
0.396,604
0.401,599
0.409,591
0.423,577
0.368,632
0.361,639
0.36,640
0.362,638
0.426,574
0.391,609
0.369,631
0.376,624
0.374,626
0.372,628
0.375,625
0.357,643
0.365,635
0.356,644
0.388,612
0.379,621
0.382,618
0.36,640
0.37,630
0.361,639
0.357,643
0.362,638
0.36,640
0.39,610
0.365,635
0.363,637
0.382,618
0.392,608
0.396,604
0.38,620
0.362,638
0.36,640
0.383,617
0.372,628
0.372,628
0.401,599
0.356,644
0.369,631
0.364,636
0.362,638
0.373,627
0.398,602
0.362,638
0.371,629
0.369,631
0.381,619
0.364,636
0.367,633
0.379,621
0.367,633
0.363,637
0.386,614
0.384,616
0.378,622
0.368,632
0.361,639
0.37,630
0.374,626
0.398,602
0.392,608
0.404,596
0.395,605
0.361,639
0.339,661
0.359,641
0.35,650
0.361,639
0.352,648
0.353,647
0.356,644
0.343,657
0.395,605
0.377,623
0.354,646
0.383,617
0.357,643
0.352,648
0.397,603
0.357,643
0.362,638
0.367,633
0.356,644
0.35,650
0.343,657
0.346,654
0.353,647
0.347,653
0.342,658
0.341,659
0.365,635
0.371,629
0.369,631
0.372,628
0.324,676
0.35,650
0.352,648
0.357,643
0.352,648
0.373,627
0.377,623
0.335,665
0.349,651
0.359,641
0.358,642
0.335,665
0.331,669
0.355,645
0.368,632
0.353,647
0.372,628
0.356,644
0.343,657
0.325,675
0.358,642
0.367,633
0.36,640
0.334,666
0.36,640
0.375,625
0.362,638
0.36,640
0.347,653
0.33,670
0.333,667
0.334,666
0.335,665
0.367,633
0.334,666
0.348,652
0.346,654
0.375,625
0.356,644
0.38,620
0.365,635
