ilosc danych testowych,1797,blad sieci,0.30495269894268223,przypadki sklasyfikowane dobrze,1249
0.937,63
0.935,65
0.899,101
0.914,86
0.891,109
0.892,108
0.883,117
0.884,116
0.87,130
0.861,139
0.856,144
0.849,151
0.85,150
0.882,118
0.877,123
0.835,165
0.835,165
0.844,156
0.788,212
0.802,198
0.807,193
0.796,204
0.78,220
0.745,255
0.725,275
0.708,292
0.716,284
0.711,289
0.71,290
0.697,303
0.695,305
0.69,310
0.707,293
0.707,293
0.7,300
0.665,335
0.663,337
0.642,358
0.702,298
0.704,296
0.67,330
0.645,355
0.727,273
0.644,356
0.686,314
0.683,317
0.642,358
0.689,311
0.641,359
0.653,347
0.622,378
0.623,377
0.625,375
0.635,365
0.625,375
0.625,375
0.629,371
0.64,360
0.627,373
0.606,394
0.619,381
0.621,379
0.62,380
0.603,397
0.63,370
0.593,407
0.61,390
0.602,398
0.608,392
0.607,393
0.54,460
0.609,391
0.54,460
0.55,450
0.581,419
0.573,427
0.579,421
0.598,402
0.585,415
0.586,414
0.581,419
0.565,435
0.573,427
0.569,431
0.577,423
0.569,431
0.571,429
0.55,450
0.556,444
0.563,437
0.559,441
0.552,448
0.556,444
0.559,441
0.554,446
0.552,448
0.552,448
0.562,438
0.55,450
0.497,503
0.484,516
0.485,515
0.559,441
0.549,451
0.56,440
0.547,453
0.553,447
0.559,441
0.56,440
0.549,451
0.555,445
0.546,454
0.531,469
0.544,456
0.547,453
0.474,526
0.475,525
0.467,533
0.475,525
0.474,526
0.458,542
0.556,444
0.532,468
0.55,450
0.443,557
0.454,546
0.446,554
0.514,486
0.505,495
0.473,527
0.528,472
0.455,545
0.471,529
0.444,556
0.506,494
0.44,560
0.43,570
0.425,575
0.427,573
0.422,578
0.426,574
0.438,562
0.443,557
0.437,563
0.437,563
0.422,578
0.42,580
0.42,580
0.428,572
0.421,579
0.428,572
0.421,579
0.42,580
0.429,571
0.424,576
0.423,577
0.423,577
0.431,569
0.414,586
0.43,570
0.411,589
0.416,584
0.426,574
0.432,568
0.433,567
0.444,556
0.437,563
0.423,577
0.455,545
0.433,567
0.429,571
0.426,574
0.413,587
0.414,586
0.404,596
0.405,595
0.408,592
0.414,586
0.424,576
0.41,590
0.419,581
0.406,594
0.376,624
0.397,603
0.374,626
0.383,617
0.377,623
0.377,623
0.364,636
0.359,641
0.388,612
0.366,634
0.373,627
0.399,601
0.394,606
0.369,631
0.361,639
0.37,630
0.381,619
0.362,638
0.381,619
0.356,644
0.359,641
0.39,610
0.365,635
0.357,643
0.37,630
0.353,647
0.355,645
0.347,653
0.339,661
0.375,625
0.371,629
0.381,619
0.342,658
0.349,651
0.353,647
0.343,657
0.338,662
0.385,615
0.342,658
0.327,673
0.329,671
0.335,665
0.336,664
0.332,668
0.36,640
0.341,659
0.324,676
0.324,676
0.325,675
0.339,661
0.326,674
0.334,666
0.348,652
0.311,689
0.334,666
0.361,639
0.308,692
0.326,674
0.322,678
0.323,677
0.323,677
0.327,673
0.313,687
0.303,697
0.316,684
0.303,697
0.314,686
0.321,679
0.356,644
0.323,677
0.32,680
0.312,688
0.327,673
0.332,668
0.305,695
0.314,686
0.304,696
0.31,690
0.33,670
0.3,700
0.289,711
0.306,694
0.302,698
0.309,691
0.293,707
0.293,707
0.3,700
0.313,687
0.297,703
0.307,693
0.302,698
0.337,663
0.302,698
0.294,706
0.289,711
0.296,704
0.297,703
0.293,707
0.322,678
0.294,706
0.31,690
0.299,701
0.286,714
0.296,704
0.296,704
0.303,697
0.3,700
0.319,681
0.269,731
0.293,707
0.292,708
0.296,704
0.291,709
0.298,702
0.283,717
0.309,691
0.301,699
0.317,683
0.303,697
0.373,627
0.296,704
0.361,639
0.307,693
